Finished;Country;Region_UN;Region_Sub_UN;Q_Language;Gender;Age;Country;WorldIs;Identitiy
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;None
0;Brazil;Americas;South America;PT;Female;31-35;Brazil;;
0;China;Asia;Eastern Asia;ZH-S;Male;31-35;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Female;18-21;Peru;Full of opportunities;Other
0;Colombia;Americas;South America;ES;Female;18-21;Colombia;Full of struggles;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Female;31-35;China;;
0;Kazakhstan;Asia;Central Asia;RU;Female;31-35;Kazakhstan;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Ukraine;Europe;Eastern Europe;RU;Female;27-30;Ukraine;Full of opportunities;Global (I am a citizen of the world)
0;Canada;Americas;Northern America;AR;Female;22-26;Canada;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of struggles;Other
0;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
0;Trinidad and Tobago;Americas;Caribbean;EN;Female;27-30;Trinidad and Tobago;Full of opportunities;None
0;Paraguay;Americas;South America;ES;Female;18-21;Paraguay;Full of opportunities;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Female;27-30;United States;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Oman;Asia;Western Asia;EN;Female;18-21;Oman;Full of struggles;Religion (I am Muslim / I am Christian)
0;Guinea-Bissau;Africa;Western Africa;PT;Female;22-26;Guinea-Bissau;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Region (I am European / I am Asian)
0;Brazil;Americas;South America;PT;Male;18-21;Brazil;Full of opportunities;Other
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Global (I am a citizen of the world)
0;Ethiopia;Africa;Eastern Africa;EN;Male;27-30;Ethiopia;Full of struggles;Global (I am a citizen of the world)
0;Kazakhstan;Asia;Central Asia;RU;Male;31-35;Kazakhstan;Full of opportunities;Global (I am a citizen of the world)
0;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of opportunities;Global (I am a citizen of the world)
0;Oman;Asia;Western Asia;EN;Female;27-30;Oman;;
0;Bangladesh;Asia;Southern Asia;EN;Male;27-30;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;Seychelles;Africa;Eastern Africa;EN;Female;22-26;Seychelles;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Female;18-21;Bangladesh;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Trinidad and Tobago;Americas;Caribbean;EN;Male;31-35;Trinidad and Tobago;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;31-35;Aruba (Netherlands);Full of struggles;Global (I am a citizen of the world)
0;Guinea-Bissau;Africa;Western Africa;PT;Male;22-26;Guinea-Bissau;Full of struggles;Region (I am European / I am Asian)
0;Bangladesh;Asia;Southern Asia;EN;Female;22-26;Bangladesh;Full of struggles;Religion (I am Muslim / I am Christian)
0;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of struggles;Religion (I am Muslim / I am Christian)
0;Kazakhstan;Asia;Central Asia;RU;Female;22-26;Kazakhstan;Full of opportunities;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Male;22-26;United States;Full of opportunities;Region (I am European / I am Asian)
0;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;United States;Americas;Northern America;EN;Female;18-21;United States;Full of struggles;Religion (I am Muslim / I am Christian)
0;United States;Americas;Northern America;EN;Female;18-21;United States;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Global (I am a citizen of the world)
0;Vietnam;Asia;South-Eastern Asia;ZH-S;Male;18-21;Vietnam;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Global (I am a citizen of the world)
0;Poland;Europe;Eastern Europe;PL;Female;18-21;Poland;Full of opportunities;Religion (I am Muslim / I am Christian)
0;Ghana;Africa;Western Africa;EN;Male;22-26;Ghana;Full of opportunities;Global (I am a citizen of the world)
0;Ukraine;Europe;Eastern Europe;RU;Female;31-35;Ukraine;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Male;18-21;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
0;United States;Americas;Northern America;EN;Female;18-21;United States;Full of opportunities;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Male;22-26;United States;Full of opportunities;Global (I am a citizen of the world)
0;Argentina;Americas;South America;ES;Male;18-21;Argentina;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Lesotho;Africa;Southern Africa;EN;Female;27-30;Lesotho;Full of opportunities;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of struggles;Global (I am a citizen of the world)
0;Nigeria;Africa;Western Africa;EN;Female;18-21;Nigeria;Full of struggles;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;EN;Male;27-30;China;Full of struggles;Global (I am a citizen of the world)
0;India;Asia;Southern Asia;EN;Female;18-21;India;Full of struggles;Global (I am a citizen of the world)
0;Kazakhstan;Asia;Central Asia;RU;Female;18-21;Kazakhstan;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Male;22-26;Peru;Full of opportunities;None
0;Peru;Americas;South America;ES;Male;22-26;Peru;Full of opportunities;None
0;Peru;Americas;South America;EN;Male;27-30;Peru;;
0;Peru;Americas;South America;ES;Male;22-26;Peru;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
0;Kazakhstan;Asia;Central Asia;RU;Male;31-35;Kazakhstan;Full of opportunities;Other
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Ghana;Africa;Western Africa;EN;Male;22-26;Ghana;Full of opportunities;Global (I am a citizen of the world)
0;Ghana;Africa;Western Africa;EN;Male;31-35;Ghana;Full of opportunities;None
0;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Female;22-26;Bangladesh;Full of opportunities;Religion (I am Muslim / I am Christian)
0;Ukraine;Europe;Eastern Europe;UK;Female;18-21;Ukraine;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Bangladesh;Asia;Southern Asia;EN;Male;27-30;Bangladesh;Full of struggles;Religion (I am Muslim / I am Christian)
0;Brazil;Americas;South America;EN;Female;18-21;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;Tanzania;Africa;Eastern Africa;EN;Male;27-30;Tanzania;Full of struggles;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of opportunities;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Female;31-35;United States;Full of opportunities;None
0;Ukraine;Europe;Eastern Europe;UK;Female;22-26;Ukraine;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of opportunities;Other
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Female;31-35;Bangladesh;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Bangladesh;Asia;Southern Asia;EN;Female;22-26;Bangladesh;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Ghana;Africa;Western Africa;EN;Male;22-26;Ghana;Full of opportunities;None
0;Bangladesh;Asia;Southern Asia;EN;Male;18-21;Bangladesh;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of struggles;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Female;22-26;Bangladesh;Full of struggles;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
0;Bangladesh;Asia;Southern Asia;EN;Female;22-26;Bangladesh;Full of opportunities;None
0;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;None
0;Poland;Europe;Eastern Europe;EN;Male;27-30;Poland;Full of opportunities;Region (I am European / I am Asian)
0;Ukraine;Europe;Eastern Europe;RU;Female;22-26;Ukraine;Full of opportunities;Global (I am a citizen of the world)
0;Ukraine;Europe;Eastern Europe;EN;Female;18-21;Ukraine;Full of opportunities;Global (I am a citizen of the world)
0;Tanzania;Africa;Eastern Africa;EN;Female;22-26;Tanzania;Full of struggles;Religion (I am Muslim / I am Christian)
0;Ghana;Africa;Western Africa;EN;Male;27-30;Ghana;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;27-30;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;Hong Kong (China);Asia;Eastern Asia;ZH-S;Male;18-21;Hong Kong (China);Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of struggles;None
0;United States;Americas;Northern America;EN;Other;18-21;United States;Full of opportunities;None
0;Peru;Americas;South America;ES;Female;18-21;Peru;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Female;31-35;Peru;Full of opportunities;Other
0;United States;Americas;Northern America;EN;Female;22-26;United States;;
0;Ghana;Africa;Western Africa;EN;Male;27-30;Ghana;Full of struggles;Religion (I am Muslim / I am Christian)
0;Ghana;Africa;Western Africa;EN;Male;27-30;Ghana;Full of struggles;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;Ghana;Africa;Western Africa;EN;Male;22-26;Ghana;Full of opportunities;Global (I am a citizen of the world)
0;Brazil;Americas;South America;PT;Female;22-26;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;Colombia;Americas;South America;ES;Female;18-21;Colombia;Full of struggles;Global (I am a citizen of the world)
0;Peru;Americas;South America;EN;Male;27-30;Peru;Full of opportunities;Other
0;Bangladesh;Asia;Southern Asia;EN;Male;18-21;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Female;27-30;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of opportunities;None
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;27-30;Netherlands;Full of opportunities;None
0;China;Asia;Eastern Asia;EN;Male;22-26;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Trinidad and Tobago;Americas;Caribbean;EN;Male;18-21;Trinidad and Tobago;Full of opportunities;Religion (I am Muslim / I am Christian)
0;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;United States;Americas;Northern America;EN;Male;22-26;United States;Full of opportunities;None
0;Ghana;Africa;Western Africa;EN;Male;18-21;Ghana;;
0;Ghana;Africa;Western Africa;EN;Male;22-26;Ghana;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;27-30;China;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Palestine;Asia;Western Asia;EN;Female;22-26;Palestine;Full of opportunities;Global (I am a citizen of the world)
0;Trinidad and Tobago;Americas;Caribbean;EN;Female;22-26;Trinidad and Tobago;Full of opportunities;Religion (I am Muslim / I am Christian)
0;Ghana;Africa;Western Africa;EN;Male;27-30;Ghana;Full of struggles;Religion (I am Muslim / I am Christian)
0;Tanzania;Africa;Eastern Africa;EN;Female;27-30;Tanzania;Full of opportunities;Global (I am a citizen of the world)
0;Colombia;Americas;South America;ES;Male;27-30;Colombia;Full of opportunities;Other
0;Trinidad and Tobago;Americas;Caribbean;EN;Male;18-21;Trinidad and Tobago;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
0;Ukraine;Europe;Eastern Europe;RU;Female;22-26;Ukraine;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Mexico;Americas;Central America;ES;Male;27-30;Mexico;Full of struggles;None
0;Oman;Asia;Western Asia;EN;Female;27-30;Oman;Full of opportunities;Other
0;China;Asia;Eastern Asia;ZH-S;Female;27-30;China;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Oman;Asia;Western Asia;EN;Female;27-30;Oman;Full of opportunities;None
0;Bangladesh;Asia;Southern Asia;EN;Male;31-35;Bangladesh;;
0;Ghana;Africa;Western Africa;EN;Male;27-30;Ghana;Full of opportunities;None
0;United States;Americas;Northern America;EN;Male;27-30;Iran;Full of opportunities;Global (I am a citizen of the world)
0;Brazil;Americas;South America;PT;Female;27-30;Brazil;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of struggles;None
0;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
0;Nigeria;Africa;Western Africa;EN;Female;27-30;Nigeria;;
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
0;United States;Americas;Northern America;EN;Female;18-21;United States;Full of struggles;Religion (I am Muslim / I am Christian)
0;Argentina;Americas;South America;ES;Female;22-26;Argentina;Full of opportunities;Other
0;Bangladesh;Asia;Southern Asia;EN;Female;31-35;Bangladesh;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Pakistan;Asia;Southern Asia;EN;Male;31-35;Pakistan;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Female;18-21;Bangladesh;Full of opportunities;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;United States;Americas;Northern America;EN;Male;18-21;United States;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;27-30;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Female;31-35;United States;Full of struggles;Region (I am European / I am Asian)
0;United States;Americas;Northern America;EN;Female;18-21;United States;Full of opportunities;None
0;Brazil;Americas;South America;PT;Male;27-30;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of struggles;Other
0;United States;Americas;Northern America;EN;Male;22-26;United States;Full of opportunities;Global (I am a citizen of the world)
0;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of struggles;Region (I am European / I am Asian)
0;Ghana;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of opportunities;Region (I am European / I am Asian)
0;Bangladesh;Asia;Southern Asia;EN;Female;18-21;Bangladesh;Full of struggles;Global (I am a citizen of the world)
0;Peru;Americas;South America;EN;Male;31-35;Peru;Full of opportunities;None
0;India;Asia;Southern Asia;EN;Male;27-30;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Brazil;Americas;South America;PT;Female;27-30;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;Pakistan;Asia;Southern Asia;EN;Male;27-30;Pakistan;Full of struggles;Global (I am a citizen of the world)
0;Pakistan;Asia;Southern Asia;EN;Male;27-30;Pakistan;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;United States;Americas;Northern America;EN;Female;31-35;United States;Full of struggles;None
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Bangladesh;Asia;Southern Asia;EN;Male;18-21;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;Mexico;Americas;Central America;ES;Female;22-26;Mexico;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;27-30;China;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
0;Ghana;Africa;Western Africa;EN;Male;18-21;Ghana;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of struggles;Religion (I am Muslim / I am Christian)
0;Ghana;Africa;Western Africa;EN;Male;22-26;Ghana;Full of struggles;Religion (I am Muslim / I am Christian)
0;Nigeria;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of opportunities;Religion (I am Muslim / I am Christian)
0;Rwanda;Africa;Eastern Africa;EN;Male;22-26;Rwanda;Full of opportunities;Global (I am a citizen of the world)
0;Ghana;Africa;Western Africa;EN;Other;31-35;Ghana;Full of opportunities;Other
0;Colombia;Americas;South America;ES;Female;18-21;Colombia;Full of opportunities;Global (I am a citizen of the world)
0;Russia;Europe;Eastern Europe;RU;Female;18-21;Russia;Full of opportunities;Global (I am a citizen of the world)
0;Russia;Europe;Eastern Europe;RU;Female;18-21;Russia;Full of opportunities;Other
0;Colombia;Americas;South America;ES;Male;18-21;Colombia;Full of opportunities;None
0;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of opportunities;Global (I am a citizen of the world)
0;Syria;Asia;Western Asia;AR;Male;31-35;Syria;Full of struggles;Global (I am a citizen of the world)
0;Russia;Europe;Eastern Europe;RU;Female;18-21;Russia;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
0;Bangladesh;Asia;Southern Asia;EN;Female;22-26;Bangladesh;Full of struggles;Global (I am a citizen of the world)
0;Mauritius;Africa;Eastern Africa;EN;Male;22-26;Mauritius;;
0;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of opportunities;Global (I am a citizen of the world)
0;Morocco;Africa;Northern Africa;FR;Male;22-26;Morocco;Full of opportunities;Global (I am a citizen of the world)
0;Ghana;Africa;Western Africa;EN;Female;31-35;Ghana;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of opportunities;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Female;18-21;Vietnam;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Saudi Arabia;Asia;Western Asia;EN;Female;18-21;Saudi Arabia;Full of opportunities;Religion (I am Muslim / I am Christian)
0;Ghana;Africa;Western Africa;EN;Male;31-35;Ghana;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of opportunities;Other
0;Trinidad and Tobago;Americas;Caribbean;EN;Female;31-35;Trinidad and Tobago;;Region (I am European / I am Asian)
0;India;Asia;Southern Asia;EN;Female;18-21;India;Full of struggles;Global (I am a citizen of the world)
0;Nigeria;Africa;Western Africa;EN;Female;27-30;Nigeria;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;31-35;China;Full of struggles;Global (I am a citizen of the world)
0;Mauritius;Africa;Eastern Africa;EN;Male;31-35;Mauritius;Full of struggles;None
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Male;22-26;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
0;Ghana;Africa;Western Africa;EN;Male;31-35;Ghana;Full of opportunities;Global (I am a citizen of the world)
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;31-35;Aruba (Netherlands);Full of opportunities;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Ghana;Africa;Western Africa;EN;Male;18-21;Ghana;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;China;Asia;Eastern Asia;ZH-S;Male;27-30;China;Full of opportunities;None
0;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;;
0;Australia;Oceania;Australia and New Zealand;EN;Female;27-30;Australia;Full of opportunities;Global (I am a citizen of the world)
0;Nigeria;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of opportunities;Global (I am a citizen of the world)
0;Argentina;Americas;South America;ES;Female;27-30;Argentina;Full of struggles;None
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;None
0;Peru;Americas;South America;ES;Female;18-21;Peru;;
0;United States;Americas;Northern America;EN;Male;22-26;United States;Full of opportunities;None
0;Nicaragua;Americas;Central America;ES;Male;22-26;Nicaragua;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Colombia;Americas;South America;ES;Male;27-30;Colombia;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Nicaragua;Americas;Central America;ES;Male;22-26;Nicaragua;Full of opportunities;
0;Bangladesh;Asia;Southern Asia;EN;Male;22-26;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of struggles;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;18-21;Bangladesh;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Bangladesh;Asia;Southern Asia;EN;Other;22-26;Bangladesh;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Mexico;Americas;Central America;ES;Female;18-21;Mexico;Full of struggles;Global (I am a citizen of the world)
0;Nigeria;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;India;Asia;Southern Asia;EN;Male;27-30;India;Full of opportunities;Global (I am a citizen of the world)
0;Israel;Asia;Western Asia;EN;Male;18-21;Israel;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
0;Cameroon;Africa;Middle Africa;EN;Male;31-35;Cameroon;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;ZH-S;Male;31-35;Bangladesh;Full of opportunities;Global (I am a citizen of the world)
0;Tunisia;Africa;Northern Africa;FR;Female;31-35;Tunisia;Full of struggles;Global (I am a citizen of the world)
0;Nicaragua;Americas;Central America;ES;Female;31-35;Nicaragua;Full of opportunities;Global (I am a citizen of the world)
0;Bangladesh;Asia;Southern Asia;EN;Male;27-30;Bangladesh;Full of opportunities;Religion (I am Muslim / I am Christian)
0;Nigeria;Africa;Western Africa;EN;Male;31-35;Nigeria;Full of opportunities;Religion (I am Muslim / I am Christian)
0;Ghana;Africa;Western Africa;EN;Male;22-26;Ghana;Full of opportunities;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Female;27-30;Canada;Full of opportunities;Global (I am a citizen of the world)
0;Tanzania;Africa;Eastern Africa;EN;Male;22-26;Tanzania;Full of struggles;Global (I am a citizen of the world)
0;Brazil;Americas;South America;PT;Female;18-21;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;Ivory Coast;Africa;Western Africa;FR;Female;31-35;Ivory Coast;Full of opportunities;Region (I am European / I am Asian)
0;Russia;Europe;Eastern Europe;RU;Female;22-26;Russia;Full of opportunities;Global (I am a citizen of the world)
0;Nigeria;Africa;Western Africa;EN;Female;22-26;Nigeria;Full of opportunities;Other
0;Peru;Americas;South America;EN;Female;18-21;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of opportunities;Global (I am a citizen of the world)
0;Tanzania;Africa;Eastern Africa;EN;Female;18-21;Tanzania;Full of opportunities;None
0;Cameroon;Africa;Middle Africa;FR;Female;31-35;Cameroon;Full of struggles;Other
0;United States;Americas;Northern America;EN;Male;22-26;Puerto Rico;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
0;Ghana;Africa;Western Africa;EN;Male;22-26;Ghana;Full of opportunities;Religion (I am Muslim / I am Christian)
